"N","24"
"C:minmaj7/#1","1   0   3   7  11"
"C#:minmaj7/#1","2  1  4  8  0"
"D:minmaj7/#1","3  2  5  9  1"
"E:minmaj7/#1","5   4   7  11   3"
"Eb:minmaj7/#1","4   3   6  10   2"
"F:minmaj7/#1","6  5  8  0  4"
"F#:minmaj7/#1","7  6  9  1  5"
"G:minmaj7/#1","8   7  10   2   6"
"A:minmaj7/#1","10   9   0   4   8"
"Ab:minmaj7/#1","9   8  11   3   7"
"B:minmaj7/#1","0  11   2   6  10"
"Bb:minmaj7/#1","11  10   1   5   9"
"C:minmaj7/#2","3   0   3   7  11"
"C#:minmaj7/#2","4  1  4  8  0"
"D:minmaj7/#2","5  2  5  9  1"
"E:minmaj7/#2","7   4   7  11   3"
"Eb:minmaj7/#2","6   3   6  10   2"
"F:minmaj7/#2","8  5  8  0  4"
"F#:minmaj7/#2","9  6  9  1  5"
"G:minmaj7/#2","10   7  10   2   6"
"A:minmaj7/#2","0  9  0  4  8"
"Ab:minmaj7/#2","11   8  11   3   7"
"B:minmaj7/#2","2  11   2   6  10"
"Bb:minmaj7/#2","1  10   1   5   9"
"C:minmaj7/#3","5   0   3   7  11"
"C#:minmaj7/#3","6  1  4  8  0"
"D:minmaj7/#3","7  2  5  9  1"
"E:minmaj7/#3","9   4   7  11   3"
"Eb:minmaj7/#3","8   3   6  10   2"
"F:minmaj7/#3","10   5   8   0   4"
"F#:minmaj7/#3","11   6   9   1   5"
"G:minmaj7/#3","0   7  10   2   6"
"A:minmaj7/#3","2  9  0  4  8"
"Ab:minmaj7/#3","1   8  11   3   7"
"B:minmaj7/#3","4  11   2   6  10"
"Bb:minmaj7/#3","3  10   1   5   9"
"C:minmaj7/#4","6   0   3   7  11"
"C#:minmaj7/#4","7  1  4  8  0"
"D:minmaj7/#4","8  2  5  9  1"
"E:minmaj7/#4","10   4   7  11   3"
"Eb:minmaj7/#4","9   3   6  10   2"
"F:minmaj7/#4","11   5   8   0   4"
"F#:minmaj7/#4","0  6  9  1  5"
"G:minmaj7/#4","1   7  10   2   6"
"A:minmaj7/#4","3  9  0  4  8"
"Ab:minmaj7/#4","2   8  11   3   7"
"B:minmaj7/#4","5  11   2   6  10"
"Bb:minmaj7/#4","4  10   1   5   9"
"C:minmaj7/#5","8   0   3   7  11"
"C#:minmaj7/#5","9  1  4  8  0"
"D:minmaj7/#5","10   2   5   9   1"
"E:minmaj7/#5","0   4   7  11   3"
"Eb:minmaj7/#5","11   3   6  10   2"
"F:minmaj7/#5","1  5  8  0  4"
"F#:minmaj7/#5","2  6  9  1  5"
"G:minmaj7/#5","3   7  10   2   6"
"A:minmaj7/#5","5  9  0  4  8"
"Ab:minmaj7/#5","4   8  11   3   7"
"B:minmaj7/#5","7  11   2   6  10"
"Bb:minmaj7/#5","6  10   1   5   9"
"C:minmaj7/#6","10   0   3   7  11"
"C#:minmaj7/#6","11   1   4   8   0"
"D:minmaj7/#6","0  2  5  9  1"
"E:minmaj7/#6","2   4   7  11   3"
"Eb:minmaj7/#6","1   3   6  10   2"
"F:minmaj7/#6","3  5  8  0  4"
"F#:minmaj7/#6","4  6  9  1  5"
"G:minmaj7/#6","5   7  10   2   6"
"A:minmaj7/#6","7  9  0  4  8"
"Ab:minmaj7/#6","6   8  11   3   7"
"B:minmaj7/#6","9  11   2   6  10"
"Bb:minmaj7/#6","8  10   1   5   9"
"C:minmaj7/#7","0   0   3   7  11"
"C#:minmaj7/#7","1  1  4  8  0"
"D:minmaj7/#7","2  2  5  9  1"
"E:minmaj7/#7","4   4   7  11   3"
"Eb:minmaj7/#7","3   3   6  10   2"
"F:minmaj7/#7","5  5  8  0  4"
"F#:minmaj7/#7","6  6  9  1  5"
"G:minmaj7/#7","7   7  10   2   6"
"A:minmaj7/#7","9  9  0  4  8"
"Ab:minmaj7/#7","8   8  11   3   7"
"B:minmaj7/#7","11  11   2   6  10"
"Bb:minmaj7/#7","10  10   1   5   9"
"C:minmaj7/#9","3   0   3   7  11"
"C#:minmaj7/#9","4  1  4  8  0"
"D:minmaj7/#9","5  2  5  9  1"
"E:minmaj7/#9","7   4   7  11   3"
"Eb:minmaj7/#9","6   3   6  10   2"
"F:minmaj7/#9","8  5  8  0  4"
"F#:minmaj7/#9","9  6  9  1  5"
"G:minmaj7/#9","10   7  10   2   6"
"A:minmaj7/#9","0  9  0  4  8"
"Ab:minmaj7/#9","11   8  11   3   7"
"B:minmaj7/#9","2  11   2   6  10"
"Bb:minmaj7/#9","1  10   1   5   9"
"C#:minmaj7","1  4  8  0"
"F#:minmaj7","6  9  1  5"
"C#:minmaj7/1","1  1  4  8  0"
"F#:minmaj7/1","6  6  9  1  5"
"C#:minmaj7/2","3  1  4  8  0"
"F#:minmaj7/2","8  6  9  1  5"
"C#:minmaj7/3","5  1  4  8  0"
"F#:minmaj7/3","10   6   9   1   5"
"C#:minmaj7/4","6  1  4  8  0"
"F#:minmaj7/4","11   6   9   1   5"
"C#:minmaj7/5","8  1  4  8  0"
"F#:minmaj7/5","1  6  9  1  5"
"C#:minmaj7/6","10   1   4   8   0"
"F#:minmaj7/6","3  6  9  1  5"
"C#:minmaj7/7","0  1  4  8  0"
"F#:minmaj7/7","5  6  9  1  5"
"C#:minmaj7/9","3  1  4  8  0"
"F#:minmaj7/9","8  6  9  1  5"
"C#:minmaj7/b1","0  1  4  8  0"
"F#:minmaj7/b1","5  6  9  1  5"
"C#:minmaj7/b2","2  1  4  8  0"
"F#:minmaj7/b2","7  6  9  1  5"
"C#:minmaj7/b3","4  1  4  8  0"
"F#:minmaj7/b3","9  6  9  1  5"
"C#:minmaj7/b4","5  1  4  8  0"
"F#:minmaj7/b4","10   6   9   1   5"
"C#:minmaj7/b5","7  1  4  8  0"
"F#:minmaj7/b5","0  6  9  1  5"
"C#:minmaj7/b6","9  1  4  8  0"
"F#:minmaj7/b6","2  6  9  1  5"
"C#:minmaj7/b7","11   1   4   8   0"
"F#:minmaj7/b7","4  6  9  1  5"
"C#:minmaj7/b9","2  1  4  8  0"
"F#:minmaj7/b9","7  6  9  1  5"
"C#:minmaj7/#1","2  1  4  8  0"
"F#:minmaj7/#1","7  6  9  1  5"
"C#:minmaj7/#2","4  1  4  8  0"
"F#:minmaj7/#2","9  6  9  1  5"
"C#:minmaj7/#3","6  1  4  8  0"
"F#:minmaj7/#3","11   6   9   1   5"
"C#:minmaj7/#4","7  1  4  8  0"
"F#:minmaj7/#4","0  6  9  1  5"
"C#:minmaj7/#5","9  1  4  8  0"
"F#:minmaj7/#5","2  6  9  1  5"
"C#:minmaj7/#6","11   1   4   8   0"
"F#:minmaj7/#6","4  6  9  1  5"
"C#:minmaj7/#7","1  1  4  8  0"
"F#:minmaj7/#7","6  6  9  1  5"
"C#:minmaj7/#9","4  1  4  8  0"
"F#:minmaj7/#9","9  6  9  1  5"
"C:sus2","0  2  7"
"C#:sus2","1  3  8"
"D:sus2","2  4  9"
"E:sus2","4   6  11"
"Eb:sus2","3   5  10"
"F:sus2","5  7  0"
"F#:sus2","6  8  1"
"G:sus2","7  9  2"
"A:sus2","9  11   4"
"Ab:sus2","8  10   3"
"B:sus2","11   1   6"
"Bb:sus2","10   0   5"
"C:sus2/1","0  0  2  7"
"C#:sus2/1","1  1  3  8"
"D:sus2/1","2  2  4  9"
"E:sus2/1","4   4   6  11"
"Eb:sus2/1","3   3   5  10"
"F:sus2/1","5  5  7  0"
"F#:sus2/1","6  6  8  1"
"G:sus2/1","7  7  9  2"
"A:sus2/1","9   9  11   4"
"Ab:sus2/1","8   8  10   3"
"B:sus2/1","11  11   1   6"
"Bb:sus2/1","10  10   0   5"
"C:sus2/2","2  0  2  7"
"C#:sus2/2","3  1  3  8"
"D:sus2/2","4  2  4  9"
"E:sus2/2","6   4   6  11"
"Eb:sus2/2","5   3   5  10"
"F:sus2/2","7  5  7  0"
"F#:sus2/2","8  6  8  1"
"G:sus2/2","9  7  9  2"
"A:sus2/2","11   9  11   4"
"Ab:sus2/2","10   8  10   3"
"B:sus2/2","1  11   1   6"
"Bb:sus2/2","0  10   0   5"
"C:sus2/3","4  0  2  7"
"C#:sus2/3","5  1  3  8"
"D:sus2/3","6  2  4  9"
"E:sus2/3","8   4   6  11"
"Eb:sus2/3","7   3   5  10"
"F:sus2/3","9  5  7  0"
"F#:sus2/3","10   6   8   1"
"G:sus2/3","11   7   9   2"
"A:sus2/3","1   9  11   4"
"Ab:sus2/3","0   8  10   3"
"B:sus2/3","3  11   1   6"
"Bb:sus2/3","2  10   0   5"
"C:sus2/4","5  0  2  7"
"C#:sus2/4","6  1  3  8"
"D:sus2/4","7  2  4  9"
"E:sus2/4","9   4   6  11"
"Eb:sus2/4","8   3   5  10"
"F:sus2/4","10   5   7   0"
"F#:sus2/4","11   6   8   1"
"G:sus2/4","0  7  9  2"
"A:sus2/4","2   9  11   4"
"Ab:sus2/4","1   8  10   3"
"B:sus2/4","4  11   1   6"
"Bb:sus2/4","3  10   0   5"
"C:sus2/5","7  0  2  7"
"C#:sus2/5","8  1  3  8"
"D:sus2/5","9  2  4  9"
"E:sus2/5","11   4   6  11"
"Eb:sus2/5","10   3   5  10"
"F:sus2/5","0  5  7  0"
"F#:sus2/5","1  6  8  1"
"G:sus2/5","2  7  9  2"
"A:sus2/5","4   9  11   4"
"Ab:sus2/5","3   8  10   3"
"B:sus2/5","6  11   1   6"
"Bb:sus2/5","5  10   0   5"
"C:sus2/6","9  0  2  7"
"C#:sus2/6","10   1   3   8"
"D:sus2/6","11   2   4   9"
"E:sus2/6","1   4   6  11"
"Eb:sus2/6","0   3   5  10"
"F:sus2/6","2  5  7  0"
"F#:sus2/6","3  6  8  1"
"G:sus2/6","4  7  9  2"
"A:sus2/6","6   9  11   4"
"Ab:sus2/6","5   8  10   3"
"B:sus2/6","8  11   1   6"
"Bb:sus2/6","7  10   0   5"
"C:sus2/7","11   0   2   7"
"C#:sus2/7","0  1  3  8"
"D:sus2/7","1  2  4  9"
"E:sus2/7","3   4   6  11"
"Eb:sus2/7","2   3   5  10"
"F:sus2/7","4  5  7  0"
"F#:sus2/7","5  6  8  1"
"G:sus2/7","6  7  9  2"
"A:sus2/7","8   9  11   4"
"Ab:sus2/7","7   8  10   3"
"B:sus2/7","10  11   1   6"
"Bb:sus2/7","9  10   0   5"
"C:sus2/9","2  0  2  7"
"C#:sus2/9","3  1  3  8"
"D:sus2/9","4  2  4  9"
"E:sus2/9","6   4   6  11"
"Eb:sus2/9","5   3   5  10"
"F:sus2/9","7  5  7  0"
"F#:sus2/9","8  6  8  1"
"G:sus2/9","9  7  9  2"
"A:sus2/9","11   9  11   4"
"Ab:sus2/9","10   8  10   3"
"B:sus2/9","1  11   1   6"
"Bb:sus2/9","0  10   0   5"
"C:sus2/b1","11   0   2   7"
"C#:sus2/b1","0  1  3  8"
"D:sus2/b1","1  2  4  9"
"E:sus2/b1","3   4   6  11"
"Eb:sus2/b1","2   3   5  10"
"F:sus2/b1","4  5  7  0"
"F#:sus2/b1","5  6  8  1"
"G:sus2/b1","6  7  9  2"
"A:sus2/b1","8   9  11   4"
"Ab:sus2/b1","7   8  10   3"
"B:sus2/b1","10  11   1   6"
"Bb:sus2/b1","9  10   0   5"
"C:sus2/b2","1  0  2  7"
"C#:sus2/b2","2  1  3  8"
"D:sus2/b2","3  2  4  9"
"E:sus2/b2","5   4   6  11"
"Eb:sus2/b2","4   3   5  10"
"F:sus2/b2","6  5  7  0"
"F#:sus2/b2","7  6  8  1"
"G:sus2/b2","8  7  9  2"
"A:sus2/b2","10   9  11   4"
"Ab:sus2/b2","9   8  10   3"
"B:sus2/b2","0  11   1   6"
"Bb:sus2/b2","11  10   0   5"
"C:sus2/b3","3  0  2  7"
"C#:sus2/b3","4  1  3  8"
"D:sus2/b3","5  2  4  9"
"E:sus2/b3","7   4   6  11"
"Eb:sus2/b3","6   3   5  10"
"F:sus2/b3","8  5  7  0"
"F#:sus2/b3","9  6  8  1"
"G:sus2/b3","10   7   9   2"
"A:sus2/b3","0   9  11   4"
"Ab:sus2/b3","11   8  10   3"
"B:sus2/b3","2  11   1   6"
"Bb:sus2/b3","1  10   0   5"
"C:sus2/b4","4  0  2  7"
"C#:sus2/b4","5  1  3  8"
"D:sus2/b4","6  2  4  9"
"E:sus2/b4","8   4   6  11"
"Eb:sus2/b4","7   3   5  10"
"F:sus2/b4","9  5  7  0"
"F#:sus2/b4","10   6   8   1"
"G:sus2/b4","11   7   9   2"
"A:sus2/b4","1   9  11   4"
"Ab:sus2/b4","0   8  10   3"
"B:sus2/b4","3  11   1   6"
"Bb:sus2/b4","2  10   0   5"
"C:sus2/b5","6  0  2  7"
"C#:sus2/b5","7  1  3  8"
"D:sus2/b5","8  2  4  9"
"E:sus2/b5","10   4   6  11"
"Eb:sus2/b5","9   3   5  10"
"F:sus2/b5","11   5   7   0"
"F#:sus2/b5","0  6  8  1"
"G:sus2/b5","1  7  9  2"
"A:sus2/b5","3   9  11   4"
"Ab:sus2/b5","2   8  10   3"
"B:sus2/b5","5  11   1   6"
"Bb:sus2/b5","4  10   0   5"
"C:sus2/b6","8  0  2  7"
"C#:sus2/b6","9  1  3  8"
"D:sus2/b6","10   2   4   9"
"E:sus2/b6","0   4   6  11"
"Eb:sus2/b6","11   3   5  10"
"F:sus2/b6","1  5  7  0"
"F#:sus2/b6","2  6  8  1"
"G:sus2/b6","3  7  9  2"
"A:sus2/b6","5   9  11   4"
"Ab:sus2/b6","4   8  10   3"
"B:sus2/b6","7  11   1   6"
"Bb:sus2/b6","6  10   0   5"
"C:sus2/b7","10   0   2   7"
"C#:sus2/b7","11   1   3   8"
"D:sus2/b7","0  2  4  9"
"E:sus2/b7","2   4   6  11"
"Eb:sus2/b7","1   3   5  10"
"F:sus2/b7","3  5  7  0"
"F#:sus2/b7","4  6  8  1"
"G:sus2/b7","5  7  9  2"
"A:sus2/b7","7   9  11   4"
"Ab:sus2/b7","6   8  10   3"
"B:sus2/b7","9  11   1   6"
"Bb:sus2/b7","8  10   0   5"
"C:sus2/b9","1  0  2  7"
"C#:sus2/b9","2  1  3  8"
"D:sus2/b9","3  2  4  9"
"E:sus2/b9","5   4   6  11"
"Eb:sus2/b9","4   3   5  10"
"F:sus2/b9","6  5  7  0"
"F#:sus2/b9","7  6  8  1"
"G:sus2/b9","8  7  9  2"
"A:sus2/b9","10   9  11   4"
"Ab:sus2/b9","9   8  10   3"
"B:sus2/b9","0  11   1   6"
"Bb:sus2/b9","11  10   0   5"
"C:sus2/#1","1  0  2  7"
"C#:sus2/#1","2  1  3  8"
"D:sus2/#1","3  2  4  9"
"E:sus2/#1","5   4   6  11"
"Eb:sus2/#1","4   3   5  10"
"F:sus2/#1","6  5  7  0"
"F#:sus2/#1","7  6  8  1"
"G:sus2/#1","8  7  9  2"
"A:sus2/#1","10   9  11   4"
"Ab:sus2/#1","9   8  10   3"
"B:sus2/#1","0  11   1   6"
"Bb:sus2/#1","11  10   0   5"
"C:sus2/#2","3  0  2  7"
"C#:sus2/#2","4  1  3  8"
"D:sus2/#2","5  2  4  9"
"E:sus2/#2","7   4   6  11"
"Eb:sus2/#2","6   3   5  10"
"F:sus2/#2","8  5  7  0"
"F#:sus2/#2","9  6  8  1"
"G:sus2/#2","10   7   9   2"
"A:sus2/#2","0   9  11   4"
"Ab:sus2/#2","11   8  10   3"
"B:sus2/#2","2  11   1   6"
"Bb:sus2/#2","1  10   0   5"
"C:sus2/#3","5  0  2  7"
"C#:sus2/#3","6  1  3  8"
"D:sus2/#3","7  2  4  9"
"E:sus2/#3","9   4   6  11"
"Eb:sus2/#3","8   3   5  10"
"F:sus2/#3","10   5   7   0"
"F#:sus2/#3","11   6   8   1"
"G:sus2/#3","0  7  9  2"
"A:sus2/#3","2   9  11   4"
"Ab:sus2/#3","1   8  10   3"
"B:sus2/#3","4  11   1   6"
"Bb:sus2/#3","3  10   0   5"
"C:sus2/#4","6  0  2  7"
"C#:sus2/#4","7  1  3  8"
"D:sus2/#4","8  2  4  9"
"E:sus2/#4","10   4   6  11"
"Eb:sus2/#4","9   3   5  10"
"F:sus2/#4","11   5   7   0"
"F#:sus2/#4","0  6  8  1"
"G:sus2/#4","1  7  9  2"
"A:sus2/#4","3   9  11   4"
"Ab:sus2/#4","2   8  10   3"
"B:sus2/#4","5  11   1   6"
"Bb:sus2/#4","4  10   0   5"
"C:sus2/#5","8  0  2  7"
"C#:sus2/#5","9  1  3  8"
"D:sus2/#5","10   2   4   9"
"E:sus2/#5","0   4   6  11"
"Eb:sus2/#5","11   3   5  10"
"F:sus2/#5","1  5  7  0"
"F#:sus2/#5","2  6  8  1"
"G:sus2/#5","3  7  9  2"
"A:sus2/#5","5   9  11   4"
"Ab:sus2/#5","4   8  10   3"
"B:sus2/#5","7  11   1   6"
"Bb:sus2/#5","6  10   0   5"
"C:sus2/#6","10   0   2   7"
"C#:sus2/#6","11   1   3   8"
"D:sus2/#6","0  2  4  9"
"E:sus2/#6","2   4   6  11"
"Eb:sus2/#6","1   3   5  10"
"F:sus2/#6","3  5  7  0"
"F#:sus2/#6","4  6  8  1"
"G:sus2/#6","5  7  9  2"
"A:sus2/#6","7   9  11   4"
"Ab:sus2/#6","6   8  10   3"
"B:sus2/#6","9  11   1   6"
"Bb:sus2/#6","8  10   0   5"
"C:sus2/#7","0  0  2  7"
"C#:sus2/#7","1  1  3  8"
"D:sus2/#7","2  2  4  9"
"E:sus2/#7","4   4   6  11"
"Eb:sus2/#7","3   3   5  10"
"F:sus2/#7","5  5  7  0"
"F#:sus2/#7","6  6  8  1"
"G:sus2/#7","7  7  9  2"
"A:sus2/#7","9   9  11   4"
"Ab:sus2/#7","8   8  10   3"
"B:sus2/#7","11  11   1   6"
"Bb:sus2/#7","10  10   0   5"
"C:sus2/#9","3  0  2  7"
"C#:sus2/#9","4  1  3  8"
"D:sus2/#9","5  2  4  9"
"E:sus2/#9","7   4   6  11"
"Eb:sus2/#9","6   3   5  10"
"F:sus2/#9","8  5  7  0"
"F#:sus2/#9","9  6  8  1"
"G:sus2/#9","10   7   9   2"
"A:sus2/#9","0   9  11   4"
"Ab:sus2/#9","11   8  10   3"
"B:sus2/#9","2  11   1   6"
"Bb:sus2/#9","1  10   0   5"
"C:sus2(b7)","0   2   7  10"
"C#:sus2(b7)","1   3   8  11"
"D:sus2(b7)","2  4  9  0"
"E:sus2(b7)","4   6  11   2"
"Eb:sus2(b7)","3   5  10   1"
"F:sus2(b7)","5  7  0  3"
"F#:sus2(b7)","6  8  1  4"
"G:sus2(b7)","7  9  2  5"
"A:sus2(b7)","9  11   4   7"
"Ab:sus2(b7)","8  10   3   6"
"B:sus2(b7)","11   1   6   9"
"Bb:sus2(b7)","10   0   5   8"
"C:sus2(b7)/1","0   0   2   7  10"
"C#:sus2(b7)/1","1   1   3   8  11"
"D:sus2(b7)/1","2  2  4  9  0"
"E:sus2(b7)/1","4   4   6  11   2"
"Eb:sus2(b7)/1","3   3   5  10   1"
"F:sus2(b7)/1","5  5  7  0  3"
"F#:sus2(b7)/1","6  6  8  1  4"
"G:sus2(b7)/1","7  7  9  2  5"
"A:sus2(b7)/1","9   9  11   4   7"
"Ab:sus2(b7)/1","8   8  10   3   6"
"B:sus2(b7)/1","11  11   1   6   9"
"Bb:sus2(b7)/1","10  10   0   5   8"
"C:sus2(b7)/2","2   0   2   7  10"
"C#:sus2(b7)/2","3   1   3   8  11"
"D:sus2(b7)/2","4  2  4  9  0"
"E:sus2(b7)/2","6   4   6  11   2"
"Eb:sus2(b7)/2","5   3   5  10   1"
"F:sus2(b7)/2","7  5  7  0  3"
"F#:sus2(b7)/2","8  6  8  1  4"
"G:sus2(b7)/2","9  7  9  2  5"
"A:sus2(b7)/2","11   9  11   4   7"
"Ab:sus2(b7)/2","10   8  10   3   6"
"B:sus2(b7)/2","1  11   1   6   9"
"Bb:sus2(b7)/2","0  10   0   5   8"
"C:sus2(b7)/3","4   0   2   7  10"
"C#:sus2(b7)/3","5   1   3   8  11"
"D:sus2(b7)/3","6  2  4  9  0"
"E:sus2(b7)/3","8   4   6  11   2"
"Eb:sus2(b7)/3","7   3   5  10   1"
"F:sus2(b7)/3","9  5  7  0  3"
"F#:sus2(b7)/3","10   6   8   1   4"
"G:sus2(b7)/3","11   7   9   2   5"
"A:sus2(b7)/3","1   9  11   4   7"
"Ab:sus2(b7)/3","0   8  10   3   6"
"B:sus2(b7)/3","3  11   1   6   9"
"Bb:sus2(b7)/3","2  10   0   5   8"
"C:sus2(b7)/4","5   0   2   7  10"
"C#:sus2(b7)/4","6   1   3   8  11"
"D:sus2(b7)/4","7  2  4  9  0"
"E:sus2(b7)/4","9   4   6  11   2"
"Eb:sus2(b7)/4","8   3   5  10   1"
"F:sus2(b7)/4","10   5   7   0   3"
"F#:sus2(b7)/4","11   6   8   1   4"
"G:sus2(b7)/4","0  7  9  2  5"
"A:sus2(b7)/4","2   9  11   4   7"
"Ab:sus2(b7)/4","1   8  10   3   6"
"B:sus2(b7)/4","4  11   1   6   9"
"Bb:sus2(b7)/4","3  10   0   5   8"
"C:sus2(b7)/5","7   0   2   7  10"
"C#:sus2(b7)/5","8   1   3   8  11"
"D:sus2(b7)/5","9  2  4  9  0"
"E:sus2(b7)/5","11   4   6  11   2"
"Eb:sus2(b7)/5","10   3   5  10   1"
"F:sus2(b7)/5","0  5  7  0  3"
"F#:sus2(b7)/5","1  6  8  1  4"
"G:sus2(b7)/5","2  7  9  2  5"
"A:sus2(b7)/5","4   9  11   4   7"
"Ab:sus2(b7)/5","3   8  10   3   6"
"B:sus2(b7)/5","6  11   1   6   9"
"Bb:sus2(b7)/5","5  10   0   5   8"
"C:sus2(b7)/6","9   0   2   7  10"
"C#:sus2(b7)/6","10   1   3   8  11"
"D:sus2(b7)/6","11   2   4   9   0"
"E:sus2(b7)/6","1   4   6  11   2"
"Eb:sus2(b7)/6","0   3   5  10   1"
"F:sus2(b7)/6","2  5  7  0  3"
"F#:sus2(b7)/6","3  6  8  1  4"
"G:sus2(b7)/6","4  7  9  2  5"
"A:sus2(b7)/6","6   9  11   4   7"
"Ab:sus2(b7)/6","5   8  10   3   6"
"B:sus2(b7)/6","8  11   1   6   9"
"Bb:sus2(b7)/6","7  10   0   5   8"
"C:sus2(b7)/7","11   0   2   7  10"
"C#:sus2(b7)/7","0   1   3   8  11"
"D:sus2(b7)/7","1  2  4  9  0"
"E:sus2(b7)/7","3   4   6  11   2"
"Eb:sus2(b7)/7","2   3   5  10   1"
"F:sus2(b7)/7","4  5  7  0  3"
"F#:sus2(b7)/7","5  6  8  1  4"
"G:sus2(b7)/7","6  7  9  2  5"
"A:sus2(b7)/7","8   9  11   4   7"
"Ab:sus2(b7)/7","7   8  10   3   6"
"B:sus2(b7)/7","10  11   1   6   9"
"Bb:sus2(b7)/7","9  10   0   5   8"
"C:sus2(b7)/9","2   0   2   7  10"
"C#:sus2(b7)/9","3   1   3   8  11"
"D:sus2(b7)/9","4  2  4  9  0"
"E:sus2(b7)/9","6   4   6  11   2"
"Eb:sus2(b7)/9","5   3   5  10   1"
"F:sus2(b7)/9","7  5  7  0  3"
"F#:sus2(b7)/9","8  6  8  1  4"
"G:sus2(b7)/9","9  7  9  2  5"
"A:sus2(b7)/9","11   9  11   4   7"
"Ab:sus2(b7)/9","10   8  10   3   6"
"B:sus2(b7)/9","1  11   1   6   9"
"Bb:sus2(b7)/9","0  10   0   5   8"
"C:sus2(b7)/b1","11   0   2   7  10"
"C#:sus2(b7)/b1","0   1   3   8  11"
"D:sus2(b7)/b1","1  2  4  9  0"
"E:sus2(b7)/b1","3   4   6  11   2"
"Eb:sus2(b7)/b1","2   3   5  10   1"
"F:sus2(b7)/b1","4  5  7  0  3"
"F#:sus2(b7)/b1","5  6  8  1  4"
"G:sus2(b7)/b1","6  7  9  2  5"
"A:sus2(b7)/b1","8   9  11   4   7"
"Ab:sus2(b7)/b1","7   8  10   3   6"
"B:sus2(b7)/b1","10  11   1   6   9"
"Bb:sus2(b7)/b1","9  10   0   5   8"
"C:sus2(b7)/b2","1   0   2   7  10"
"C#:sus2(b7)/b2","2   1   3   8  11"
"D:sus2(b7)/b2","3  2  4  9  0"
"E:sus2(b7)/b2","5   4   6  11   2"
"Eb:sus2(b7)/b2","4   3   5  10   1"
"F:sus2(b7)/b2","6  5  7  0  3"
"F#:sus2(b7)/b2","7  6  8  1  4"
"G:sus2(b7)/b2","8  7  9  2  5"
"A:sus2(b7)/b2","10   9  11   4   7"
"Ab:sus2(b7)/b2","9   8  10   3   6"
"B:sus2(b7)/b2","0  11   1   6   9"
"Bb:sus2(b7)/b2","11  10   0   5   8"
"C:sus2(b7)/b3","3   0   2   7  10"
"C#:sus2(b7)/b3","4   1   3   8  11"
"D:sus2(b7)/b3","5  2  4  9  0"
"E:sus2(b7)/b3","7   4   6  11   2"
"Eb:sus2(b7)/b3","6   3   5  10   1"
"F:sus2(b7)/b3","8  5  7  0  3"
"F#:sus2(b7)/b3","9  6  8  1  4"
"G:sus2(b7)/b3","10   7   9   2   5"
"A:sus2(b7)/b3","0   9  11   4   7"
"Ab:sus2(b7)/b3","11   8  10   3   6"
"B:sus2(b7)/b3","2  11   1   6   9"
"Bb:sus2(b7)/b3","1  10   0   5   8"
"C:sus2(b7)/b4","4   0   2   7  10"
"C#:sus2(b7)/b4","5   1   3   8  11"
"D:sus2(b7)/b4","6  2  4  9  0"
"E:sus2(b7)/b4","8   4   6  11   2"
"Eb:sus2(b7)/b4","7   3   5  10   1"
"F:sus2(b7)/b4","9  5  7  0  3"
"F#:sus2(b7)/b4","10   6   8   1   4"
"G:sus2(b7)/b4","11   7   9   2   5"
"A:sus2(b7)/b4","1   9  11   4   7"
"Ab:sus2(b7)/b4","0   8  10   3   6"
"B:sus2(b7)/b4","3  11   1   6   9"
"Bb:sus2(b7)/b4","2  10   0   5   8"
"C:sus2(b7)/b5","6   0   2   7  10"
"C#:sus2(b7)/b5","7   1   3   8  11"
"D:sus2(b7)/b5","8  2  4  9  0"
"E:sus2(b7)/b5","10   4   6  11   2"
"Eb:sus2(b7)/b5","9   3   5  10   1"
"F:sus2(b7)/b5","11   5   7   0   3"
"F#:sus2(b7)/b5","0  6  8  1  4"
"G:sus2(b7)/b5","1  7  9  2  5"
"A:sus2(b7)/b5","3   9  11   4   7"
"Ab:sus2(b7)/b5","2   8  10   3   6"
"B:sus2(b7)/b5","5  11   1   6   9"
"Bb:sus2(b7)/b5","4  10   0   5   8"
"C:sus2(b7)/b6","8   0   2   7  10"
"C#:sus2(b7)/b6","9   1   3   8  11"
"D:sus2(b7)/b6","10   2   4   9   0"
"E:sus2(b7)/b6","0   4   6  11   2"
"Eb:sus2(b7)/b6","11   3   5  10   1"
"F:sus2(b7)/b6","1  5  7  0  3"
"F#:sus2(b7)/b6","2  6  8  1  4"
"G:sus2(b7)/b6","3  7  9  2  5"
"A:sus2(b7)/b6","5   9  11   4   7"
"Ab:sus2(b7)/b6","4   8  10   3   6"
"B:sus2(b7)/b6","7  11   1   6   9"
"Bb:sus2(b7)/b6","6  10   0   5   8"
"C:sus2(b7)/b7","10   0   2   7  10"
"C#:sus2(b7)/b7","11   1   3   8  11"
"D:sus2(b7)/b7","0  2  4  9  0"
"E:sus2(b7)/b7","2   4   6  11   2"
"Eb:sus2(b7)/b7","1   3   5  10   1"
"F:sus2(b7)/b7","3  5  7  0  3"
"F#:sus2(b7)/b7","4  6  8  1  4"
"G:sus2(b7)/b7","5  7  9  2  5"
"A:sus2(b7)/b7","7   9  11   4   7"
"Ab:sus2(b7)/b7","6   8  10   3   6"
"B:sus2(b7)/b7","9  11   1   6   9"
"Bb:sus2(b7)/b7","8  10   0   5   8"
"C:sus2(b7)/b9","1   0   2   7  10"
